證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"6807","峰源-KY","23876","1998277","83.00","84.50","82.80","84.10","0.2000","34"
"6830","汎銓","482799","66278403","135.00","140.50","133.00","140.00","3.5000","495"
"6834","天二科技","67290","2057678","30.60","30.95","30.00","30.95","0.3500","63"
"6835","圓裕","1875351","98994185","52.40","54.00","50.30","53.90","1.4000","1279"
"6838","台新藥","237257","8270398","35.05","35.35","34.60","34.85","-0.3500","176"
"6854","錼創科技-KY創","844600","178773374","210.00","219.00","202.00","216.00","3.0000","879"
"6861","睿生光電","36903","2397059","65.80","65.80","64.00","64.90","0.9000","56"
"6862","三集瑞-KY","70364","11187064","157.00","160.50","157.00","160.00","0.5000","95"
"6863","永道-KY","262885","66073396","247.00","255.50","243.00","254.50","6.5000","442"
"6869","雲豹能源","716283","114443989","160.00","163.00","157.00","162.50","0.5000","912"
"6873","泓德能源","1376901","299401933","221.50","222.50","214.00","218.00","-3.5000","1960"
"6885","全福生技","392634","11561296","29.95","30.00","29.00","29.65","-0.4000","255"
"6890","來億-KY","366943","154928963","419.00","428.50","412.00","424.00","2.0000","599"
"6901","鑽石投資","680920","20566193","30.20","30.85","29.85","30.80","0.1500","720"
"6902","GOGOLOOK-創","6418","821589","125.00","129.00","125.00","129.00","-3.5000","98"
"6906","現觀科","288557","43002093","147.00","152.50","145.50","151.50","1.0000","377"
"6914","阜爾運通","112385","16392286","145.00","147.50","144.00","146.50","1.5000","152"
"6916","華凌","5044343","146486571","29.30","29.90","27.80","28.35","-0.4500","3208"
"6919","康霈*","1089436","1044190690","955.00","980.00","933.00","980.00","22.0000","3292"
"6923","中台","27641","2132119","77.00","77.50","76.70","77.50","0.3000","61"
"6924","榮惠-KY創","6000","536800","88.80","90.00","88.00","90.00","1.2000","5"
"6928","攸泰科技","60209","3883464","64.80","65.30","63.10","65.30","0.4000","78"
"6931","青松健康","34574","2495523","72.00","72.90","71.60","72.80","0.0000","185"
"6933","AMAX-KY","18660","3793207","200.00","206.50","200.00","206.50","4.0000","46"
"6937","天虹","552747","152178144","272.50","285.00","262.00","285.00","5.0000","993"
"6949","沛爾生醫-創","207443","31741987","149.00","157.00","148.00","155.50","3.5000","180"
"6951","青新-創","41093","2958078","72.40","72.40","71.50","72.00","-0.4000","78"
"6952","大武山","51012","2508697","49.20","49.25","49.10","49.20","0.0000","24"
"6955","邦睿生技-創","32050","4638800","149.00","149.00","143.00","147.00","0.0000","20"
"6957","裕慶-KY","258843","53499084","202.50","214.50","199.00","211.00","1.0000","272"
"6958","日盛台駿","190002","4617484","24.50","24.55","24.10","24.45","-0.0500","89"
"6962","ITH-KY","5447144","315837020","56.50","59.00","56.10","58.70","1.2000","4498"
"6969","成信實業*-創","26000","946650","36.50","36.90","36.00","36.55","-0.2000","20"
"6988","威力暘-創","4000","113100","28.30","28.30","28.25","28.25","-0.3000","2"
"6994","富威電力","887903","132384385","151.00","154.00","145.50","148.00","-5.0000","1435"
"7705","三商餐飲","73304","5122697","69.70","70.20","69.60","70.20","-0.4000","197"
"7722","LINEPAY","176289","142442674","818.00","822.00","792.00","814.00","-4.0000","2038"
"7732","金興精密","46038","1962280","42.55","43.10","42.40","43.10","0.2500","34"
"8011","台通","732770","16810004","22.75","23.25","22.60","23.05","-0.0500","490"
"8016","矽創","474895","100230269","210.00","214.50","207.50","213.50","0.5000","693"
"8021","尖點","576811","18486196","31.75","32.45","31.55","32.20","-0.0500","668"
"8028","昇陽半導體","25933436","3836315024","147.00","151.50","143.00","149.50","-2.0000","17782"
"8033","雷虎","1442290","92415197","64.30","64.50","63.40","64.20","-0.3000","1256"
"8039","台虹","1398539","67602793","47.75","48.75","47.50","48.45","-0.0500","1209"
"8045","達運光電","395982","53012157","134.00","139.50","130.50","139.50","3.5000","352"
"8046","南電","3275901","431048479","127.50","135.50","126.50","135.00","5.0000","2999"
"8070","長華*","1677799","67863650","40.20","41.15","39.75","41.15","0.2500","1290"
"8072","陞泰","11464","289570","25.20","25.35","25.15","25.25","-0.1000","51"
"8081","致新","311759","75104298","238.00","244.00","236.50","243.50","3.0000","437"
"8101","華冠","43812","868183","19.90","20.05","19.65","19.70","0.3000","159"
"8103","瀚荃","169488","8432635","49.65","50.10","49.10","49.85","0.2000","192"
"8104","錸寶","450834","18040456","40.30","40.80","39.20","40.65","0.3500","358"
"8105","凌巨","592058","8426477","14.20","14.50","13.95","14.40","0.1500","307"
"8110","華東","1325112","18993459","14.40","14.50","14.15","14.45","0.0000","673"
"8112","至上","1722569","110067742","63.80","64.40","63.00","63.80","-0.2000","1368"
"8112A","至上甲特","19381","860602","44.40","44.45","44.35","44.45","0.0500","22"
"8114","振樺電","806482","238465980","282.00","303.50","280.50","301.00","12.0000","1188"
"8131","福懋科","376218","11256995","29.80","30.20","29.60","30.10","0.1000","366"
"8150","南茂","1965886","60499829","30.70","31.10","30.45","31.05","-0.1000","1996"
"8162","微矽電子-創","16691","648608","38.50","39.90","38.50","39.90","0.0000","8"
"8163","達方","738257","33352504","45.00","45.65","44.35","45.60","0.0500","863"
"8201","無敵","36014","540612","15.00","15.20","14.75","15.20","0.2500","26"
"8210","勤誠","1071759","309256680","278.50","295.50","278.00","293.00","5.5000","3505"
"8213","志超","762070","26024252","34.50","34.50","33.95","34.40","-0.3000","734"
"8215","明基材","256525","7306266","28.55","28.75","28.25","28.70","0.0000","307"
"8222","寶一","347188","13657156","39.95","39.95","39.05","39.15","-1.0500","638"
"8249","菱光","2612593","152296556","57.60","59.60","56.50","59.60","0.7000","2888"
"8261","富鼎","402635","35614962","87.90","90.00","86.50","89.60","0.8000","819"
"8271","宇瞻","202196","10354389","51.00","51.60","50.60","51.60","-0.2000","1051"
"8341","日友","106643","9286995","87.50","87.60","86.50","87.20","-1.2000","269"
"8367","建新國際","230768","12039227","52.10","52.80","51.20","52.30","0.0000","282"
"8374","羅昇","734783","85734922","115.00","118.50","114.00","118.50","1.5000","732"
"8404","百和興業-KY","1084104","30772842","28.20","28.70","28.00","28.65","0.0500","723"
"8411","福貞-KY","39532","526382","13.45","13.45","13.20","13.20","-0.2500","98"
"8422","可寧衛","121232","22715071","187.00","188.00","187.00","187.50","-0.5000","329"
"8429","金麗-KY","505989","5356845","10.60","10.80","10.45","10.80","0.0500","348"
"8438","昶昕","127201","4319658","34.00","34.75","33.50","34.50","0.2000","116"
"8442","威宏-KY","40520","4432180","109.00","110.00","108.50","109.50","0.5000","49"
"8443","阿瘦","37220","442796","11.90","11.95","11.85","11.95","-0.0500","156"
"8454","富邦媒","290576","111071473","383.50","387.00","377.00","387.00","1.5000","845"
"8462","柏文","934110","113765015","123.00","129.00","116.50","116.50","-6.5000","986"
"8463","潤泰材","23120","586013","25.35","25.35","25.05","25.35","-0.2000","23"
"8464","億豐","923571","414434737","434.00","457.00","434.00","454.00","6.5000","980"
"8466","美吉吉-KY","92925","3700276","39.55","40.00","39.50","39.85","0.3500","70"
"8467","波力-KY","75135","19790653","264.00","266.50","258.00","265.50","2.5000","290"
"8473","山林水","210549","7916647","37.50","38.00","37.20","37.85","0.1000","193"
"8476","台境*","604024","16615681","27.20","27.90","27.15","27.75","0.2500","241"
"8478","東哥遊艇","398410","73495801","182.50","190.00","179.00","189.50","1.5000","652"
"8481","政伸","26533","1326840","49.85","50.20","49.85","49.90","-0.1000","20"
"8482","商億-KY","638706","66673890","106.00","110.50","100.00","108.50","0.5000","537"
"8487","愛爾達-創","71603","5574688","78.00","78.20","77.30","77.60","-0.7000","770"
"8488","吉源-KY","1002","13580","13.55","13.55","13.55","13.55","-0.5000","2"
"8499","鼎炫-KY","1346292","229917927","172.50","177.50","165.50","170.00","7.5000","2569"
"8926","台汽電","673281","27932311","41.50","42.00","41.00","41.75","-0.1000","514"
"8940","新天地","81254","2019889","24.70","25.55","24.40","25.00","0.3000","107"
"8996","高力","2080324","613814588","285.00","300.50","282.50","299.00","11.0000","2068"
"9103","美德醫療-DR","159653","982680","6.19","6.19","6.15","6.17","-0.0200","67"
"910322","康師傅-DR","29352","733026","24.70","25.15","24.70","25.10","0.4500","42"
"9105","泰金寶-DR","28130979","201054361","7.11","7.25","7.04","7.25","0.0000","6593"
"910861","神州-DR","20298","132524","6.52","6.60","6.51","6.60","-0.0600","19"
"9110","越南控-DR","11000","70190","6.30","6.50","6.30","6.50","-0.2000","7"
"911608","明輝-DR","30763","108259","3.53","3.53","3.48","3.50","0.0200","17"
"911622","泰聚亨-DR","7000","33180","4.83","4.83","4.71","4.79","0.0100","7"
"911868","同方友友-DR","187500","276580","1.50","1.50","1.47","1.49","0.0100","41"
"912000","晨訊科-DR","1911137","6680271","3.55","3.55","3.45","3.49","0.0300","503"
"9136","巨騰-DR","238150","1813264","7.66","7.69","7.57","7.65","-0.0100","111"
"9802","鈺齊-KY","1188340","175373554","147.00","149.00","146.00","149.00","0.0000","971"
"9902","台火","63287","1008786","15.95","16.00","15.80","16.00","0.0500","97"
"9904","寶成","12223502","470481645","38.10","38.80","37.80","38.80","0.7000","4544"
"9905","大華","110608","2649677","24.15","24.15","23.85","24.10","0.0000","87"
"9906","欣巴巴","282773","30606918","109.00","110.00","106.50","110.00","1.0000","291"
"9907","統一實","2020610","32729477","16.15","16.35","16.00","16.35","0.1000","842"
"9908","大台北","85772","2635532","30.75","30.80","30.60","30.80","-0.0500","59"
"9910","豐泰","1111451","150664933","134.50","137.50","133.00","137.00","-0.5000","993"
"9911","櫻花","271690","23604241","87.00","87.70","86.50","87.70","0.1000","382"
"9912","偉聯","585670","7632838","13.10","13.25","12.95","12.95","-0.5000","380"
"9914","美利達","1534271","268792941","171.00","178.50","170.00","177.00","5.0000","2379"
"9917","中保科","407645","50871977","125.00","125.50","123.50","125.50","0.5000","474"
"9918","欣天然","5116","202312","39.40","39.60","39.40","39.60","-0.1000","77"
"9919","康那香","739560","14035648","19.20","19.30","18.80","19.00","-0.3500","504"
"9921","巨大","1364148","216973977","157.00","161.50","156.00","160.50","2.5000","2587"
"9924","福興","191844","10107854","52.80","53.00","52.20","52.80","0.0000","214"
"9925","新保","140858","5835422","41.55","41.60","41.30","41.60","-0.0500","217"
"9926","新海","6030","307580","51.10","51.30","50.70","51.30","0.0000","9"
"9927","泰銘","158643","11023944","69.30","69.80","68.80","69.80","0.2000","204"
"9928","中視","119852","2086602","17.20","17.60","17.20","17.40","0.2000","103"
"9929","秋雨","4010","63400","15.40","16.00","15.40","16.00","0.2000","6"
"9930","中聯資源","166577","11793477","70.80","71.30","70.40","71.30","-0.2000","220"
"9931","欣高","8166","285035","35.00","35.00","34.50","34.80","-0.2500","13"
"9933","中鼎","2416293","101584426","42.00","42.60","41.40","42.55","0.4500","1340"
"9934","成霖","1057836","15230659","14.35","14.55","14.30","14.45","0.0000","335"
"9935","慶豐富","1335216","45025957","33.50","34.15","32.90","34.15","0.5500","1474"
"9937","全國","10579","661437","62.90","62.90","62.10","62.40","-0.2000","149"
"9938","百和","1702276","119784662","70.50","71.20","69.70","71.00","-0.2000","1398"
"9939","宏全","828159","136626691","163.50","166.00","162.50","166.00","0.0000","2243"
"9940","信義","366592","11002766","30.30","30.30","29.85","30.10","-0.3000","418"
"9941","裕融","669013","80212486","119.00","121.50","118.00","121.00","1.0000","730"
"9941A","裕融甲特","9000","461600","51.50","51.50","51.20","51.30","0.1000","6"
"9942","茂順","57737","6637947","115.00","116.00","114.00","116.00","1.0000","87"
"9943","好樂迪","54385","4363955","80.50","80.50","79.90","80.50","0.0000","127"
"9944","新麗","53244","1080554","20.30","20.35","20.15","20.30","-0.0500","79"
"9945","潤泰新","4433297","185609635","42.05","42.15","41.60","41.85","-0.5500","3108"
"9946","三發地產","553072","13773210","24.70","25.25","24.45","24.80","-0.2000","288"
"9955","佳龍","2350263","71599039","29.70","31.40","29.70","30.50","1.3000","1603"
"9958","世紀鋼","3555761","639665574","182.50","184.50","176.00","183.00","-2.0000","3078"
